image_id,c,s
img_000939,0.469345,0.014923
img_000940,0.520569,0.005188
img_000941,0.327362,0.027527
img_000942,0.383728,0.028061
img_000943,0.419266,0.034027
img_000944,0.22435,0.047348
img_000945,0.440079,0.025024
img_000946,0.339676,0.055222
img_000947,0.386642,0.074722
img_000948,0.268646,0.020447
img_000949,0.40509,0.060822
img_000950,0.436737,0.022171
img_000951,0.47435,0.022079
img_000952,0.346298,0.029282
img_000953,0.472672,0.020248
img_000954,0.328964,0.037094
img_000955,0.422852,0.071884
img_000956,0.377609,0.020569
img_000957,0.450546,0.048965
img_000958,0.455536,0.015259
img_000959,0.469055,0.062561
img_000960,0.346466,0.046646
img_000961,0.30246,0.029449
img_000962,0.338348,0.081818
img_000963,0.22229,0.0
img_000964,0.307526,0.0
img_000965,0.430847,0.055878
img_000966,0.350708,0.049911
img_000967,0.428482,0.054291
img_000968,0.456604,0.052567
img_000969,0.280701,0.039062
img_000970,0.411682,0.034668
img_000971,0.372711,0.009949
img_000972,0.313416,0.086182
img_000973,0.480743,0.013794
img_000974,0.422058,0.103622
img_000975,0.478134,0.063049
img_000976,0.410568,0.0336
img_000977,0.229935,0.07843
img_000978,0.447937,0.000473
img_000979,0.459961,0.0
img_000980,0.475967,0.056458
img_000981,0.281525,0.052475
img_000982,0.351837,0.035095
img_000983,0.425919,0.041275
img_000984,0.282135,0.033096
img_000985,0.374207,0.014893
img_000986,0.441742,0.075348
img_000987,0.391891,0.066971
img_000988,0.202545,0.123688
img_000989,0.374374,0.093201
img_000990,0.522537,0.0298
img_000991,0.419952,0.056229
img_000992,0.382828,0.077316
img_000993,0.345764,0.054092
img_000994,0.50264,0.029709
img_000995,0.404205,0.0
img_000996,0.497925,0.028915
img_000997,0.312119,0.123764
img_000998,0.406113,0.100876
img_000999,0.223068,0.0336
img_001000,0.29837,0.115417
img_001001,0.211365,0.070633
img_001002,0.455185,0.072357
img_001003,0.302322,0.060776
img_001004,0.328384,0.0
img_001005,0.396545,0.010391
img_001006,0.363281,0.043747
img_001007,0.491196,0.033798
img_001008,0.265381,0.010498
img_001009,0.29895,0.078049
img_001010,0.405426,0.011078
img_001011,0.23439,0.055969
img_001012,0.433899,0.0
img_001013,0.271667,0.0
img_001014,0.448959,0.033157
img_001015,0.309845,0.033508
img_001016,0.381607,0.084808
img_001017,0.470657,0.012695
img_001018,0.254013,0.031738
img_001019,0.485916,0.004639
img_001020,0.316055,0.051132
img_001021,0.291412,0.043671
img_001022,0.271072,0.036209
img_001023,0.265823,0.046112
img_001024,0.495377,0.020081
img_001025,0.274673,0.016785
img_001026,0.348969,0.045837
img_001027,0.286179,0.036667
img_001028,0.338135,0.020477
img_001029,0.367386,0.01712
img_001030,0.349899,0.058426
img_001031,0.506927,0.009308
img_001032,0.221207,0.025894
img_001033,0.453415,0.07045
img_001034,0.322662,0.052017
img_001035,0.492065,0.013535
img_001036,0.205231,0.051636
img_001037,0.290161,0.053345
img_001038,0.252975,0.051102
img_001039,0.283981,0.07692
img_001040,0.319519,0.064011
img_001041,0.467575,0.0
img_001042,0.374802,0.000153
img_001043,0.240845,0.06636
img_001044,0.355469,0.014709
img_001045,0.289993,0.076691
img_001046,0.510986,0.016098
img_001047,0.222321,0.0
img_001048,0.329544,0.042908
img_001049,0.426178,0.032806
img_001050,0.414322,0.054291
img_001051,0.334991,0.002228
img_001052,0.332672,0.0
img_001053,0.485214,0.061722
img_001054,0.366882,0.057129
img_001055,0.445526,0.048477
img_001056,0.209915,0.090302
img_001057,0.401459,0.071472
img_001058,0.434952,0.067917
img_001059,0.475098,0.058243
img_001060,0.405151,0.051773
img_001061,0.214539,0.032684
img_001062,0.484894,0.000519
img_001063,0.398254,0.018692
img_001064,0.460449,0.049454
img_001065,0.362473,0.034424
img_001066,0.465683,0.040817
img_001067,0.20314,0.030014
img_001068,0.372406,0.009537
img_001069,0.454224,0.031509
img_001070,0.513794,0.048508
img_001071,0.404114,0.027542
img_001072,0.479126,0.041611
img_001073,0.391327,0.035126
img_001074,0.457855,0.018219
img_001075,0.391968,0.048431
img_001076,0.402786,0.044403
img_001077,0.402496,0.092148
img_001078,0.278183,0.045425
img_001079,0.426529,0.026367
img_001080,0.306427,0.009521
img_001081,0.307877,0.0
img_001082,0.340729,0.029572
img_001083,0.42749,0.029648
img_001084,0.451202,0.005539
img_001085,0.260803,0.081558
img_001086,0.400436,0.078979
img_001087,0.452652,0.035187
img_001088,0.177597,0.09697
img_001089,0.424606,0.041473
img_001090,0.423874,0.026688
img_001091,0.477081,0.018585
img_001092,0.399277,0.121674
img_001093,0.358307,0.065842
img_001094,0.335129,0.093124
img_001095,0.292099,0.0
img_001096,0.475754,0.0
img_001097,0.314911,0.042694
img_001098,0.466553,0.029663
img_001099,0.396469,0.01709
img_001100,0.470352,0.005966
img_001101,0.312546,0.060822
img_001102,0.242004,0.054871
img_001103,0.457123,0.088562
img_001104,0.239899,0.032822
img_001105,0.367538,0.034332
img_001106,0.282104,0.089981
img_001107,0.450272,0.051041
img_001108,0.430161,0.029831
img_001109,0.249298,0.126282
img_001110,0.34024,0.109604
img_001111,0.387268,0.054871
img_001112,0.475693,0.048386
img_001113,0.255478,0.058319
img_001114,0.480927,0.057983
img_001115,0.209702,0.082626
img_001116,0.517227,0.02655
img_001117,0.40062,0.017715
img_001118,0.246872,0.005905
img_001119,0.369186,0.050629
img_001120,0.491913,0.027313
img_001121,0.182114,0.057663
img_001122,0.383209,0.0
img_001123,0.40358,0.034073
img_001124,0.234421,0.015686
img_001125,0.422119,0.011475
img_001126,0.36792,0.038986
img_001127,0.260193,0.033966
img_001128,0.320465,0.107956
img_001129,0.214386,0.028687
img_001130,0.320969,0.050262
img_001131,0.502106,0.018173
img_001132,0.525116,0.033173
img_001133,0.459457,0.010849
img_001134,0.391739,0.067245
img_001135,0.299576,0.109314
img_001136,0.432419,0.004898
img_001137,0.328201,0.019012
img_001138,0.366104,0.030518
img_001139,0.459564,0.0
img_001140,0.487244,0.020218
img_001141,0.487457,0.067261
img_001142,0.394836,0.013153
img_001143,0.260025,0.091385
img_001144,0.462296,0.047928
img_001145,0.474854,0.096985
img_001146,0.239853,0.081375
img_001147,0.300293,0.009659
img_001148,0.488892,0.065536
img_001149,0.238342,0.128983
img_001150,0.394608,0.033936
img_001151,0.316208,0.019745
img_001152,0.280045,0.049622
img_001153,0.442245,0.004608
img_001154,0.234848,0.111267
img_001155,0.472137,0.097641
img_001156,0.460358,0.030716
img_001157,0.455643,0.0
img_001158,0.256149,0.031799
img_001159,0.418396,0.086563
img_001160,0.272003,0.079819
img_001161,0.493179,0.042053
img_001162,0.253448,0.055618
img_001163,0.393387,0.016769
img_001164,0.380966,0.045532
img_001165,0.4552,0.015884
img_001166,0.412567,0.071793
img_001167,0.224564,0.016037
img_001168,0.298828,0.0
img_001169,0.273376,0.046677
img_001170,0.37735,0.0
img_001171,0.397583,0.036026
img_001172,0.318665,0.04184
img_001173,0.408554,0.067856
img_001174,0.382812,0.084839
img_001175,0.346359,0.055115
img_001176,0.372665,0.046631
img_001177,0.376328,0.0
img_001178,0.519852,0.006348
img_001179,0.45433,0.065369
img_001180,0.417099,0.013794
img_001181,0.262405,0.003952
img_001182,0.280762,0.048874
img_001183,0.269989,0.126923
img_001184,0.490341,0.037613
img_001185,0.346481,0.08902
img_001186,0.447861,0.04361
img_001187,0.376846,0.019135
img_001188,0.312042,0.099258
img_001189,0.376999,0.081497
img_001190,0.335098,0.013718
img_001191,0.439545,0.036438
img_001192,0.450989,0.042496
img_001193,0.481995,0.027573
img_001194,0.353836,0.038147
img_001195,0.433578,0.0
img_001196,0.200027,0.024185
img_001197,0.319077,0.091309
img_001198,0.503998,0.084976
img_001199,0.296585,0.046707
img_001200,0.475418,0.046143
img_001201,0.451721,0.070816
img_001202,0.434326,0.068481
img_001203,0.491577,0.012756
img_001204,0.286682,0.099045
img_001205,0.473984,0.031265
img_001206,0.419067,0.007797
img_001207,0.405151,0.049347
img_001208,0.251236,0.057968
img_001209,0.331009,0.0513
img_001210,0.288116,0.023102
img_001211,0.337219,0.031952
img_001212,0.509521,0.012314
img_001213,0.525497,0.018814
img_001214,0.372787,0.019089
img_001215,0.225479,0.033356
img_001216,0.345703,0.010925
img_001217,0.430603,0.01828
img_001218,0.456711,0.029678
img_001219,0.449524,0.006607
img_001220,0.302673,0.115158
img_001221,0.212753,0.0
img_001222,0.300247,0.0
img_001223,0.419891,0.058105
img_001224,0.371109,0.013443
img_001225,0.38942,0.033386
img_001226,0.313095,0.0
img_001227,0.518814,0.011429
img_001228,0.35173,0.0
img_001229,0.226624,0.088364
img_001230,0.364822,0.041168
img_001231,0.167542,0.016006
img_001232,0.366013,0.08049
img_001233,0.435349,0.0
img_001234,0.315948,0.016418
img_001235,0.481766,0.007645
img_001236,0.373306,0.01593
img_001237,0.41069,0.052139
img_001238,0.42659,0.012192
img_001239,0.36734,0.029083
img_001240,0.327576,0.0215
img_001241,0.398087,0.03334
img_001242,0.22699,0.122116
img_001243,0.50177,0.057236
img_001244,0.348526,0.0
img_001245,0.23024,0.084839
img_001246,0.480927,0.039764
img_001247,0.446259,0.0
img_001248,0.303268,0.018021
img_001249,0.244827,0.005646
img_001250,0.268753,0.065567
img_001251,0.314835,0.046265
img_001252,0.36824,0.056641
img_001253,0.488953,0.040756
img_001254,0.401123,0.055328
img_001255,0.29866,0.0
img_001256,0.451355,0.034927
img_001257,0.389633,0.0
img_001258,0.434982,0.06926
img_001259,0.464478,0.02298
img_001260,0.302704,0.0
img_001261,0.431732,0.016129
img_001262,0.517593,0.014404
img_001263,0.367264,0.003922
img_001264,0.461945,0.056488
img_001265,0.3806,0.0
img_001266,0.506409,0.047073
img_001267,0.235977,0.059723
img_001268,0.481201,0.029495
img_001269,0.463364,0.0
img_001270,0.40036,0.020859
img_001271,0.271484,0.010986
img_001272,0.363724,0.045837
img_001273,0.366882,0.025436
img_001274,0.337128,0.029419
img_001275,0.197876,0.0
img_001276,0.463318,0.026215
img_001277,0.391281,0.005432
img_001278,0.367645,0.014633
img_001279,0.302979,0.07048
img_001280,0.397751,0.0
img_001281,0.481171,0.062759
img_001282,0.450073,0.010971
img_001283,0.362991,0.013641
img_001284,0.472061,0.011002
img_001285,0.464401,0.017487
img_001286,0.408707,0.033463
img_001287,0.303375,0.010422
img_001288,0.43924,0.026672
img_001289,0.406998,0.048538
img_001290,0.350739,0.085632
img_001291,0.450638,0.112366
img_001292,0.454483,0.012741
img_001293,0.324417,0.048416
img_001294,0.431244,0.041046
img_001295,0.449783,0.025116
img_001296,0.503296,0.056152
img_001297,0.460968,0.049728
img_001298,0.362701,0.128403
img_001299,0.299194,0.0
img_001300,0.510391,0.036957
img_001301,0.251572,0.00177
img_001302,0.323944,0.0
img_001303,0.261627,0.051285
img_001304,0.377792,0.088623
img_001305,0.277664,0.08432
img_001306,0.376297,0.023285
img_001307,0.242966,0.036621
img_001308,0.482574,0.058853
img_001309,0.366547,0.018646
img_001310,0.235901,0.025711
img_001311,0.495728,0.011993
img_001312,0.425095,0.049011
img_001313,0.205994,0.055954
img_001314,0.443573,0.045471
img_001315,0.459641,0.014923
img_001316,0.472855,0.022491
img_001317,0.468277,0.063705
img_001318,0.186996,0.066269
img_001319,0.452057,0.03595
img_001320,0.33136,0.023438
img_001321,0.189926,0.015869
img_001322,0.389786,0.062332
img_001323,0.460342,0.019699
img_001324,0.236786,0.114502
img_001325,0.337021,0.048645
img_001326,0.38028,0.070892
img_001327,0.424194,0.062729
img_001328,0.248962,0.107986
img_001329,0.383102,0.036987
img_001330,0.44902,0.076691
img_001331,0.284821,0.098358
img_001332,0.50264,0.029907
img_001333,0.47406,0.010315
img_001334,0.337494,0.002518
img_001335,0.471542,0.037689
img_001336,0.346634,0.05809
img_001337,0.236542,0.098068
img_001338,0.392105,0.042099
img_001339,0.429504,0.0
img_001340,0.393692,0.007263
img_001341,0.355255,0.011871
img_001342,0.219147,0.050552
img_001343,0.354492,0.020065
img_001344,0.252075,0.016464
img_001345,0.347549,0.085495
img_001346,0.507339,0.052216
img_001347,0.290558,0.032379
img_001348,0.365341,0.089478
img_001349,0.275482,0.097412
img_001350,0.306351,0.075775
img_001351,0.248795,0.024506
img_001352,0.426178,0.038895
img_001353,0.335114,0.030319
img_001354,0.343262,0.08905
img_001355,0.378662,0.0
img_001356,0.241409,0.127823
img_001357,0.418869,0.048889
img_001358,0.347534,0.0
img_001359,0.21463,0.089981
img_001360,0.428192,0.0578
img_001361,0.352203,0.07309
img_001362,0.497711,0.032623
img_001363,0.277679,0.072861
img_001364,0.347702,0.072632
img_001365,0.420303,0.041702
img_001366,0.393082,0.025116
img_001367,0.427063,0.055832
img_001368,0.217285,0.096634
img_001369,0.499878,0.043381
img_001370,0.350235,0.004715
img_001371,0.28183,0.038651
img_001372,0.385193,0.030563
img_001373,0.398331,0.010849
img_001374,0.205002,0.025467
img_001375,0.433044,0.005814
img_001376,0.456131,0.023712
img_001377,0.300659,0.0
img_001378,0.417725,0.042175
img_001379,0.298248,0.086182
img_001380,0.270355,0.04863
img_001381,0.428711,0.023621
img_001382,0.375015,0.050552
img_001383,0.300217,0.066071
img_001384,0.346664,0.086838
img_001385,0.394592,0.024429
img_001386,0.487366,0.014862
img_001387,0.326111,0.015747
img_001388,0.338501,0.045624
img_001389,0.476837,0.035049
img_001390,0.465042,0.006302
img_001391,0.427811,0.057892
img_001392,0.434799,0.009354
img_001393,0.301331,0.055161
img_001394,0.222351,0.140808
img_001395,0.506027,0.00943
img_001396,0.512802,0.046432
img_001397,0.398788,0.008392
img_001398,0.28009,0.055206
img_001399,0.402985,0.0
img_001400,0.322983,0.079575
img_001401,0.457733,0.022446
img_001402,0.219513,0.043579
img_001403,0.431915,0.023346
img_001404,0.434128,0.023865
img_001405,0.444504,0.048904
img_001406,0.414642,0.068436
img_001407,0.21521,0.058655
img_001408,0.317886,0.036591
img_001409,0.41893,0.057968
img_001410,0.367599,0.0
img_001411,0.481155,0.030701
img_001412,0.468567,0.032928
img_001413,0.352554,0.143204
img_001414,0.496582,0.023483
img_001415,0.465027,0.015045
img_001416,0.388611,0.06514
img_001417,0.480301,0.022644
img_001418,0.361206,0.070557
img_001419,0.470123,0.0
img_001420,0.269699,0.097412
img_001421,0.453049,0.03215
img_001422,0.495605,0.056183
img_001423,0.32309,0.102798
img_001424,0.382187,0.017258
img_001425,0.347198,0.046265
img_001426,0.434525,0.083908
img_001427,0.518494,0.033798
img_001428,0.362244,0.039871
img_001429,0.357651,0.029877
img_001430,0.423233,0.08725
img_001431,0.315063,0.023697
img_001432,0.302841,0.067062
img_001433,0.382431,0.076813
img_001434,0.322708,0.032608
img_001435,0.412003,0.004562
img_001436,0.250351,0.008911
img_001437,0.416092,0.029221
img_001438,0.488373,0.019211
img_001439,0.482651,0.039139
img_001440,0.304688,0.037247
img_001441,0.307999,0.074387
img_001442,0.31752,0.038467
img_001443,0.415894,0.097336
img_001444,0.362915,0.0
img_001445,0.421188,0.025253
img_001446,0.314301,0.072876
img_001447,0.463455,0.0
img_001448,0.278397,0.012573
img_001449,0.456024,0.02301
img_001450,0.445633,0.054565
img_001451,0.454941,0.0
img_001452,0.452591,0.035782
img_001453,0.435471,0.017227
img_001454,0.41272,0.011856
img_001455,0.34227,0.057556
img_001456,0.387283,0.057068
img_001457,0.379944,0.013138
img_001458,0.462311,0.056396
img_001459,0.462723,0.0
img_001460,0.358826,0.0
img_001461,0.345718,0.011948
img_001462,0.268387,0.014069
img_001463,0.464966,0.032852
img_001464,0.266525,0.098038
img_001465,0.509186,0.017426
img_001466,0.522125,0.014709
img_001467,0.344772,0.00766
img_001468,0.371841,0.034119
img_001469,0.464798,0.028824
img_001470,0.295822,0.0
img_001471,0.226562,0.10614
img_001472,0.424835,0.017807
img_001473,0.248825,0.037567
img_001474,0.227356,0.025925
img_001475,0.511475,0.009232
img_001476,0.519363,0.042328
img_001477,0.347565,0.006409
img_001478,0.252548,0.054382
img_001479,0.279724,0.026184
img_001480,0.323364,0.104874
img_001481,0.338608,0.0
img_001482,0.386169,0.050171
img_001483,0.463379,0.050964
img_001484,0.258301,0.0
img_001485,0.403412,0.074158
img_001486,0.34903,0.055725
img_001487,0.37027,0.04599
img_001488,0.286789,0.040634
img_001489,0.176285,0.038803
img_001490,0.476089,0.040237
img_001491,0.256729,0.0
img_001492,0.344116,0.08754
img_001493,0.343155,0.085541
img_001494,0.431656,0.033554
img_001495,0.289703,0.0
img_001496,0.42009,0.004211
img_001497,0.223495,0.094971
img_001498,0.261948,0.073944
img_001499,0.281357,0.037674
img_001500,0.416397,0.024689
img_001501,0.345779,0.028412
img_001502,0.349487,0.054062
img_001503,0.521576,0.0
img_001504,0.524216,0.012497
img_001505,0.346375,0.048538
img_001506,0.37442,0.024933
img_001507,0.35611,0.013092
img_001508,0.359909,0.023132
img_001509,0.34317,0.018311
img_001510,0.437134,0.0
img_001511,0.378586,0.027008
img_001512,0.215164,0.114502
img_001513,0.339783,0.01825
img_001514,0.23587,0.034775
img_001515,0.383774,0.032608
img_001516,0.426056,0.007965
img_001517,0.317337,0.054016
img_001518,0.345856,0.061783
img_001519,0.260864,0.045532
img_001520,0.420425,0.095657
img_001521,0.281631,0.0
img_001522,0.232956,0.081573
img_001523,0.458511,0.036041
img_001524,0.276154,0.045883
img_001525,0.264618,0.04924
img_001526,0.40831,0.03157
img_001527,0.472626,0.007095
img_001528,0.237839,0.036514
img_001529,0.291687,0.058853
img_001530,0.44664,0.013336
img_001531,0.233261,0.0
img_001532,0.203415,0.085083
img_001533,0.394714,0.037689
img_001534,0.27153,0.004059
img_001535,0.49086,0.034393
img_001536,0.222015,0.016617
img_001537,0.373306,0.0
img_001538,0.442688,0.018936
img_001539,0.44194,0.037125
img_001540,0.479324,0.037689
img_001541,0.328888,0.049881
img_001542,0.377853,0.040543
img_001543,0.294006,0.031799
img_001544,0.373932,0.005447
img_001545,0.245148,0.04776
img_001546,0.328094,0.068542
img_001547,0.335999,0.111755
img_001548,0.357224,0.042343
img_001549,0.428391,0.067871
img_001550,0.447433,0.023178
img_001551,0.391388,0.039215
img_001552,0.480301,0.031937
img_001553,0.384735,0.114975
img_001554,0.334686,0.00798
img_001555,0.278656,0.005707
img_001556,0.408569,0.040329
img_001557,0.49205,0.041611
img_001558,0.349426,0.026428
img_001559,0.46843,0.0
img_001560,0.436264,0.04808
img_001561,0.459229,0.028793
img_001562,0.479507,0.026474
img_001563,0.27832,0.084808
img_001564,0.381653,0.01239
img_001565,0.401321,0.077866
img_001566,0.277954,0.026413
img_001567,0.243118,0.136383
img_001568,0.258728,0.080856
img_001569,0.310287,0.0
img_001570,0.535126,0.030411
img_001571,0.371719,0.019821
img_001572,0.383194,0.039917
img_001573,0.250336,0.129974
img_001574,0.323608,0.005753
img_001575,0.40033,0.090881
img_001576,0.232819,0.0
img_001577,0.380814,0.071075
img_001578,0.364517,0.076294
img_001579,0.233276,0.098572
img_001580,0.268723,0.044449
img_001581,0.338577,0.108551
img_001582,0.29483,0.058121
img_001583,0.473969,0.031769
img_001584,0.488632,0.048035
img_001585,0.430237,0.017273
img_001586,0.308167,0.0
img_001587,0.366211,0.016464
img_001588,0.482239,0.008484
img_001589,0.378098,0.0
img_001590,0.474564,0.056671
img_001591,0.302368,0.045074
img_001592,0.247513,0.066345
img_001593,0.457123,0.026459
img_001594,0.347534,0.045166
img_001595,0.269165,0.099152
img_001596,0.346451,0.064667
img_001597,0.346039,0.055191
img_001598,0.442474,0.008148
img_001599,0.382736,0.058655
img_001600,0.359421,0.0
img_001601,0.410461,0.081818
img_001602,0.245285,0.029251
img_001603,0.44516,0.041367
img_001604,0.502838,0.012939
img_001605,0.354202,0.01123
img_001606,0.404297,0.017517
img_001607,0.460846,0.034958
img_001608,0.274734,0.031021
img_001609,0.367004,0.004288
img_001610,0.516785,0.015945
img_001611,0.368408,0.066269
img_001612,0.441055,0.078827
img_001613,0.310226,0.077957
img_001614,0.524887,0.041687
img_001615,0.347473,0.07254
img_001616,0.38089,0.086441
img_001617,0.297623,0.040619
img_001618,0.343887,0.037811
img_001619,0.4702,0.052292
img_001620,0.287598,0.046249
img_001621,0.39978,0.0
img_001622,0.331085,0.038712
img_001623,0.333359,0.05452
img_001624,0.473495,0.027634
img_001625,0.342087,0.042877
img_001626,0.31958,0.0
img_001627,0.454117,0.02066
img_001628,0.302582,0.049683
img_001629,0.218277,0.01091
img_001630,0.53215,0.021988
img_001631,0.439697,0.034149
img_001632,0.491791,0.042389
img_001633,0.422394,0.054688
img_001634,0.312454,0.0
img_001635,0.414566,0.060638
img_001636,0.395767,0.065887
img_001637,0.425964,0.064789
img_001638,0.232605,0.049973
img_001639,0.283279,0.061874
img_001640,0.214355,0.026886
img_001641,0.398727,0.0
img_001642,0.440994,0.0
img_001643,0.352875,0.034042
img_001644,0.36882,0.043106
img_001645,0.341049,0.063522
img_001646,0.443481,0.051758
img_001647,0.371658,0.099396
img_001648,0.273697,0.104874
img_001649,0.242371,0.027054
img_001650,0.440186,0.031387
img_001651,0.41478,0.049805
img_001652,0.413544,0.028381
img_001653,0.446381,0.036072
img_001654,0.236954,0.074265
img_001655,0.250061,0.042053
img_001656,0.357056,0.032715
img_001657,0.369583,0.00264
img_001658,0.218536,0.124771
img_001659,0.44696,0.025131
img_001660,0.213608,0.014053
img_001661,0.37085,0.059265
img_001662,0.474747,0.03624
img_001663,0.362167,0.043716
img_001664,0.42482,0.041245
img_001665,0.481445,0.0
img_001666,0.32135,0.059509
img_001667,0.271011,0.042831
img_001668,0.305435,0.049454
img_001669,0.443497,0.035355
img_001670,0.486374,0.010452
img_001671,0.362579,0.0
img_001672,0.468948,0.031235
img_001673,0.263596,0.069153
img_001674,0.491257,0.020569
img_001675,0.311066,0.045044
img_001676,0.453156,0.058167
img_001677,0.424759,0.045929
img_001678,0.392334,0.020889
img_001679,0.422226,0.038757
img_001680,0.490204,0.032242
img_001681,0.341049,0.095963
img_001682,0.401672,0.008224
img_001683,0.410843,0.008987
img_001684,0.198502,0.048416
img_001685,0.399475,0.05719
img_001686,0.402115,0.021103
img_001687,0.396912,0.039597
img_001688,0.474701,0.012741
img_001689,0.459549,0.004654
img_001690,0.409866,0.025787
img_001691,0.320587,0.028595
img_001692,0.485855,0.0
img_001693,0.510773,0.033142
img_001694,0.346252,0.0681
img_001695,0.427582,0.03479
img_001696,0.323837,0.042114
img_001697,0.265121,0.04248
img_001698,0.376938,0.0
img_001699,0.22374,0.066254
img_001700,0.378311,0.062881
img_001701,0.331909,0.049118
img_001702,0.396423,0.047729
img_001703,0.504196,0.034027
img_001704,0.480209,0.003952
img_001705,0.36731,0.11113
img_001706,0.25032,0.006897
img_001707,0.330414,0.045959
img_001708,0.45723,0.0
img_001709,0.49382,0.045898
img_001710,0.235092,0.094208
img_001711,0.288574,0.074524
img_001712,0.446487,0.033966
img_001713,0.431107,0.000137
img_001714,0.384476,0.0
img_001715,0.427551,0.011765
img_001716,0.333694,0.010468
img_001717,0.303757,0.052017
img_001718,0.34549,0.07309
img_001719,0.264099,0.0
img_001720,0.261566,0.072784
img_001721,0.491135,0.018677
img_001722,0.22345,0.075012
img_001723,0.3228,0.105759
img_001724,0.37207,0.028748
img_001725,0.430359,0.023041
img_001726,0.393219,0.0
img_001727,0.312271,0.0
img_001728,0.468781,0.031509
img_001729,0.235153,0.0
img_001730,0.470673,0.035782
img_001731,0.417603,0.028458
img_001732,0.3069,0.041138
img_001733,0.425171,0.046692
img_001734,0.42189,0.038925
img_001735,0.277771,0.052353
img_001736,0.341858,0.058365
img_001737,0.398666,0.0
img_001738,0.333374,0.052429
img_001739,0.477982,0.0
img_001740,0.300262,0.080429
img_001741,0.32872,0.049423
img_001742,0.40535,0.013992
img_001743,0.446625,0.0
img_001744,0.420013,0.1035
img_001745,0.467896,0.039413
img_001746,0.458969,0.030228
img_001747,0.263168,0.102524
img_001748,0.425674,0.061859
img_001749,0.350235,0.046524
img_001750,0.345383,0.073242
img_001751,0.404175,0.062866
img_001752,0.429993,0.031311
img_001753,0.372452,0.080994
img_001754,0.315979,0.105957
img_001755,0.430771,0.03949
img_001756,0.237259,0.064041
img_001757,0.222397,0.0168
img_001758,0.235428,0.08519
img_001759,0.351578,0.071442
img_001760,0.446442,0.058365
img_001761,0.320099,0.050537
img_001762,0.368652,0.073563
img_001763,0.392883,0.026184
img_001764,0.503815,0.038467
img_001765,0.323898,0.0
img_001766,0.298096,0.0
img_001767,0.236465,0.084213
img_001768,0.378601,0.005081
img_001769,0.464966,0.042038
img_001770,0.351624,0.098343
img_001771,0.375473,0.013916
img_001772,0.243774,0.046875
img_001773,0.436386,0.004608
img_001774,0.272064,0.090622
img_001775,0.439682,0.0
img_001776,0.345779,0.042786
img_001777,0.356705,0.068207
img_001778,0.355713,0.089706
img_001779,0.329208,0.021393
img_001780,0.364609,0.033615
img_001781,0.277237,0.071167
img_001782,0.225143,0.025528
img_001783,0.205276,0.03334
img_001784,0.275681,0.058334
img_001785,0.313263,0.046707
img_001786,0.317017,0.0
img_001787,0.341736,0.008606
img_001788,0.439117,0.017181
img_001789,0.379318,0.019379
img_001790,0.487427,0.029556
img_001791,0.345108,0.008286
img_001792,0.451645,0.009842
img_001793,0.38031,0.105255
img_001794,0.470657,0.026947
img_001795,0.402283,0.048767
img_001796,0.273621,0.007416
img_001797,0.294357,0.006516
img_001798,0.404907,0.036682
img_001799,0.401566,0.04776
img_001800,0.482742,0.025208
img_001801,0.369125,0.062546
img_001802,0.270447,0.082382
img_001803,0.329803,0.058563
img_001804,0.381714,0.034821
img_001805,0.436264,0.026794
img_001806,0.422821,0.069855
img_001807,0.462112,0.01738
img_001808,0.414368,0.088486
img_001809,0.49971,0.011566
img_001810,0.351425,0.012802
img_001811,0.239883,0.153122
img_001812,0.19957,0.076004
img_001813,0.320099,0.032852
img_001814,0.408554,0.058578
img_001815,0.319809,0.010101
img_001816,0.306442,0.039917
img_001817,0.349548,0.070724
img_001818,0.335098,0.012756
img_001819,0.294876,0.02977
img_001820,0.458405,0.00795
img_001821,0.540466,0.042084
img_001822,0.405746,0.014496
img_001823,0.368744,0.048508
img_001824,0.299728,0.010468
img_001825,0.214478,0.034225
img_001826,0.364655,0.071884
img_001827,0.456848,0.0
img_001828,0.378662,0.122162
img_001829,0.436493,0.04805
img_001830,0.393539,0.06015
img_001831,0.320969,0.07753
img_001832,0.278671,0.020782
img_001833,0.443634,0.033112
img_001834,0.264374,0.022842
img_001835,0.452393,0.05513
img_001836,0.40062,0.045807
img_001837,0.423141,0.012192
img_001838,0.384201,0.057663
img_001839,0.405014,0.002396
img_001840,0.421494,0.03273
img_001841,0.333252,0.037704
img_001842,0.374039,0.048584
img_001843,0.211914,0.086014
img_001844,0.473328,0.00798
img_001845,0.251221,0.049423
img_001846,0.266556,0.04393
img_001847,0.401047,0.055618
img_001848,0.236267,0.028366
img_001849,0.450699,0.009079
img_001850,0.319122,0.014725
img_001851,0.444504,0.012405
img_001852,0.22258,0.00737
img_001853,0.400864,0.008331
img_001854,0.304703,0.005875
img_001855,0.509598,0.029602
img_001856,0.48558,0.011902
img_001857,0.375092,0.0
img_001858,0.414261,0.029465
img_001859,0.386292,0.030411
img_001860,0.396851,0.044708
img_001861,0.362671,0.033112
img_001862,0.330643,0.0
img_001863,0.41243,0.033676
img_001864,0.458618,0.044189
img_001865,0.258316,0.043518
img_001866,0.411346,0.064133
img_001867,0.432831,0.0
img_001868,0.411774,0.042419
img_001869,0.333069,0.0
img_001870,0.319916,0.05127
img_001871,0.485672,0.015289
img_001872,0.422485,0.055267
img_001873,0.372635,0.068924
img_001874,0.517303,0.017365
img_001875,0.398132,0.071716
img_001876,0.283249,0.01973
